FROM_TIPLOC,TO_TIPLOC,DISTANCE,ELECTRIC,PASSENGER_USE,LINE_CODE
ASHLEY,HALE,2595,N,Y,OO
ASHLEY,MOBERLY,3018,N,Y,OO
ASHONUL,ASHTMNJ,1228,N,Y,ML
ASHONUL,SBYD,1991,N,Y,ML
ASHTMNJ,ASHONUL,1228,N,Y,ML
ASHTMNJ,BAGLYFJ,5090,N,Y,ML
ASHTMNJ,DNTONJN,3702,N,Y,Branch
ASHUJN,ASHURST,2554,N,Y,OO
ASHURST,ASHUJN,2554,N,Y,OO
ASHURST,BLCMJN,1497,N,Y,OO
ASHV408,ASHVALE,10,3,Y,OO
ASHVALE,ALDRSJN,1649,3,Y,OO
ASHVALE,ASHV408,10,3,Y,OO
ASHVALE,PRBRITJ,4807,3,Y,OO
ASHWELC,BALDOCK,7101,O,Y,ML
ASHWELC,ROYSTON,6276,O,Y,OO
ASKAM,ASKAM6,400,N,Y,OO
ASKAM,PSTH,3159,N,Y,OO
ASKAM6,KRKBYIF,4749,N,Y,OO
ASLCKTN,BINGHAM,3560,N,Y,OO
ASLCKTN,ELTON,2977,N,Y,OO
ASPLEYG,RIDGMNT,2696,N,Y,OO
ASPLEYG,WOBURNS,1509,N,Y,OO
ASPTRIA,MPRT,12311,N,Y,OO
ASPTRIA,WIGTON,13115,N,Y,OO
ASTLEY,PKSDJT,9616,O,Y,ML
ASTLEY,PTRCRFT,6277,O,Y,ML
ASTO65,ASTOSTJ,691,O,Y,Grand
ASTON,ASTOSTJ,161,O,Y,OO
ASTON,GRAVLYH,2072,O,Y,OO
ASTON,WITTON,1143,O,Y,OO
ASTOSTJ,ASTON,161,O,Y,OO
ASTOSTJ,DUDESTN,1750,O,Y,OO
ASTOSTJ,STECHFD,4691,O,Y,Grand
ATHERTN,HAGFOLD,1186,N,Y,ML
ATHERTN,WALKDEN,5793,N,Y,ML
ATHLNEY,COGLOAD,5481,N,Y,D
ATHLNEY,SOMEGF,15500,N,Y,U
ATHRSTN,NNTNASJ,6973,O,Y,SL
ATHRSTN,PWTH,6738,O,Y,SL
ATLB431,ATLBRJN,50,O,Y,FL
ATLB533,RUGB671,14857,O,Y,FL
ATLBRJN,NNTN,2434,O,Y,FL
ATLBRJN,NNTN433,2034,O,Y,SL
ATLBRNJ,ATLB533,50,O,Y,FL
ATLBRNJ,RUGBHOK,15732,O,Y,SL
ATNBRO,ATNBROJ,1190,N,Y,OO
ATNBRO,BESTON,2253,N,Y,OO
ATNBROJ,ATNBRO,1190,N,Y,OO
ATNBROJ,MEADLAJ,1247,N,Y,DHL
ATNBROJ,MEDLALC,1026,N,Y,OO
ATTLBON,ECLR,5793,N,Y,OO
ATTLBON,SPONRRW,4957,N,Y,OO
ATTRCLI,SHEFARE,995,O,Y,
ATTRCLI,WDBRNRD,452,O,Y,
ATTRMGS,ATTRFHH,0,?,?,[1]
AUCHTER,FRTEVOT,11346,N,Y,ML
AUCHTER,GLNEGLS,2897,N,Y,OO
AUDLEYE,GTCHSFD,6458,O,Y,DL
AUDLEYE,NEWPRTE,2624,O,Y,UL
AULDGTH,HLYW,8529,N,Y,ML
AULDGTH,THIL,8530,N,Y,ML
AVIEMRE,AVIEA29,426,N,Y,ML
AVIEMRE,AVIEDRS,520,?,N,OO
AVIEMRE,AVIEMRS,402,?,?,OO
AVIEMRE,AVIEURS,10,?,N,OO
AVIEMRS,AVIESGB,0,?,?,OO
AVIESGB,BOATOFG,7644,?,?,OO
AVNCLFF,BRDFDOA,2132,N,Y,UT
AVNCLFF,FRESHFD,1468,N,Y,DT
AVONBHT,AVONCOL,100,?,?,[1]
AVONCT,HLNMJN,1650,?,?,UD
AVONGBR,AVONWFH,5,?,?,[1]
AVONHAN,AVONBEN,20,?,?,[1]
AVONHAN,AVONWWF,1150,?,?,[1]
AVONMCM,HLNMJN,1147,?,N,OO
AVONMTH,AVON4,362,N,Y,UM
AVONWWF,AVONBEN,20,?,?,[1]
AVONWWF,AVONGBR,30,?,?,[1]
AWRE,GLOSOVR,16686,N,Y,UM
AWRE,LYDN415,6691,N,Y,ML
AXMNSEJ,AXMNSTR,2235,N,Y,DMain
AXMNSTR,AXMNSEJ,2235,N,Y,UpMain
AXMNSTR,AXMNSWJ,2597,N,Y,DMain
AXMNSWJ,AXMNSTR,2597,N,Y,UpMain
AXMNSWJ,HONI803,13797,N,Y,OO
AYLESFD,MSTONEB,4949,3,Y,DM
AYLESFD,NWHYTHE,1428,3,Y,OO
AYLS302,AYLSNL,350,N,Y,OO
AYLS792,AYLSBRY,100,N,N,OO
AYLSBRY,AYLSBCH,100,?,?,[1]
AYLSBRY,AYLSBRS,0,?,?,[1]
AYLSBRY,STKM,3572,N,Y,OO
AYLSDMU,AYLS792,423,N,N,OO
AYLSNL,AYLSBRY,1050,N,Y,OO
AYLSPWY,AYLSVJN,250,N,Y,ML
AYLSPWY,AYLSVJN,250,N,Y,P1
AYLSVJN,AYLS302,2437,N,Y,OO
AYNH501,BCSTN,14465,N,Y,UB
AYNH502,KINSSTN,2329,N,Y,DM
AYNHOJ,AYNH501,50,N,Y,UB
AYNHOJ,AYNH502,150,N,Y,DM
AYNHOJ,AYNHUGL,0,?,N,UGL
AYNHOJ,HEYFORD,9274,N,Y,OO
AYNHUGL,AYNHOJ,0,?,N,UGL
AYRR,AYRR853,804,O,Y,ML
AYRR,AYRR859,0,O,Y,ML
AYRR,AYRRCSD,804,?,N,OO
AYRR,DLRYMPL,4646,N,Y,OO
AYRR335,NWTOAJN,1971,N,N,OO
AYRR853,NWTOAJN,1288,O,Y,ML
AYRR859,AYRR,0,O,Y,ML
AYRRFHH,AYRRHBR,20,?,N,OO
AYRRFHH,FLKLNDS,1000,N,N,
BACHE,CHSTRNJ,865,3,Y,ML
BACHE,CPNHRST,6679,3,Y,OO
BAGE,EDIDBRY,1469,O,Y,USt
BAGE,MLDTHRD,1389,O,Y,DSt
BAGLYFJ,ASHTMNJ,5090,N,Y,ML
BAGLYFJ,PHILPK1,1207,N,Y,UA
BAGLYFJ,PHILPK2,906,N,?,OO
BAGSHOT,ASCOT,5005,3,Y,Camberley
BAGSHOT,CMBLEY,5279,3,Y,OO
BAGWJRS,BAGWTHJ,1554,?,N,OO
BAGWTHJ,CLIFHGF,1127,N,N,DG
BAGWTHJ,CLIFLHH,2092,?,N,OO
BAGWTHJ,LESTSGF,19150,N,N,OO
BALCMTJ,BALCOMB,3943,3,Y,ML
BALCMTJ,THBD288,2051,3,Y,SL
BALCMTJ,THBDGS,3363,3,Y,FL
BALCOMB,BALCMTJ,3943,3,Y,ML
BALCOMB,CPYHLDJ,5230,3,Y,ML
BALDOCK,ASHWELC,7101,O,Y,ML
BALDOCK,LTCE,3159,O,Y,ML
BALHAM,BALHJN,604,3,Y,FL
BALHAM,BALHJN,604,3,Y,SL
BALHAM,WANDCMN,945,3,Y,SL
BALHAM,WANDCMN,945,3,Y,FL
BALHJN,BALHAM,604,3,Y,FL
BALHJN,BALHAM,604,3,Y,SL
BALHJN,STRENJN,1842,3,Y,FL
BALHJN,STRENJN,1842,3,Y,SL
BALHJN,STRHILL,1368,3,Y,CP
BALISTN,BRGDDIE,2012,O,Y,OO
BALISTN,MNTVRNN,1932,O,Y,OO
BALMOSS,BRFRY,2413,N,Y,OO
BALMOSS,MONIFTH,3057,N,Y,OO
BALSHWL,EUXT,1509,O,Y,SL
BALSHWL,EUXTONJ,3621,O,Y,FL
BALSHWL,WIGANNW,11969,O,Y,FL
BAMFORD,HATHRSG,2675,N,Y,OO
BAMFORD,HOPD,3078,N,Y,OO
BANG37,MENAIBG,3621,N,Y,ML
BANGOR,BANG37,221,N,Y,ML
BANGOR,LANFRFC,11727,N,Y,ML
BANGRCS,BANGOR,12,N,N,OO
BANSTED,BELM,2394,3,Y,OO
BARA275,BARASIJ,200,N,?,OO
BARA275,IRVNCPP,1409,N,?,OO
BARADPL,BARASIJ,0,O,Y,DPL
BARAFHH,BARAGBR,125,?,N,OO
BARAGBR,BARACE,1149,N,Y,
BARAGBR,BARAYRD,125,?,N,OO
BARASCP,IRVNCPP,1388,N,?,OO
BARASCP,KILM72,8667,N,?,OO
BARASIE,BARASIJ,160,O,Y,ML
BARASIE,IRVN,5652,O,Y,UA
BARASIJ,BARACE,210,N,Y,
BARASIJ,BARADPL,0,O,Y,DPL
BARASIJ,BARAFHH,1234,?,N,OO
BARASIJ,BARASIE,160,O,Y,OO
BARASIJ,BARAYRD,1234,?,N,OO
BARASIJ,TROON,1931,O,Y,ML
BARAUGL,BARASIJ,128,O,Y,UM
BARAUGL,BARASIJ,128,O,Y,ML
BARDFHH,BARDGBR,10,?,N,OO
BARDGBR,BARDONH,10,?,N,OO
BARDONH,BARDFHH,10,?,N,OO
BARDONH,BARDNHQ,3870,?,N,OO
BARDONH,CLIFHGF,1408,N,N,UG
BARDONH,MNTLLAS,8046,N,N,DG
BARELA,MORCJGF,1888,N,Y,DUH
BARGOED,BARGSDG,181,?,N,OO
BARGOED,BGEDSLJ,262,N,Y,Rhymne
BARGOED,GLFCHFR,966,N,Y,OO
BARH379,CLDON,50,?,?,UM
BARHAM,BARHFHH,5,?,?,[1]
BARK104,_BKTLJE,663,O,Y,GL
BARKGLT,BARKNGJ,50,3,Y,OO
BARKGLT,DGNHELT,6035,3,Y,DLT
BARKGLT,EASTHAM,700,3,Y,W
BARKING,BARK104,100,O,Y,GL
BARKING,BARKNGJ,1000,O,Y,UTH
BARKING,BARKUPJ,965,O,Y,DCL
BARKING,BARKUPJ,965,O,Y,ML
BARKING,EHMDCEJ,362,O,Y,UTF
BARKING,EHMDCEJ,362,O,Y,ML
BARKNGJ,BARKING,1000,O,Y,OO
BARKNGJ,BARKING,1000,O,Y,DTH
BARKNGJ,WDGR920,1347,O,Y,UTH
BARKUPJ,BARKING,965,O,Y,ML
BARKUPJ,BARKING,965,O,Y,UCL
BARKUPJ,DAGNHME,5070,O,Y,DM
BARLSTN,STONE,3536,O,Y,ML
BARLSTN,WEDGWD,905,O,Y,ML
BARMING,EMALING,2796,3,Y,OO
BARMING,MSTONEE,3882,3,Y,OO
BARN090,MRTLKE,1247,3,Y,OO
BARNES,BARN090,644,3,Y,OO
BARNES,BNSBDGE,945,3,Y,OO
BARNES,PUTNEY,1911,3,Y,SL
BARNES,PUTNEY,1911,3,Y,FL
BARO54,BAROW,40,N,Y,OO
BAROSHJ,BAROW,1950,N,Y,OO
BAROSHJ,BAROWEW,20,N,N,DGL
BAROSHJ,ROOSE,926,N,Y,OO
BAROW,BARO54,644,N,Y,OO
BAROW,BAROSHJ,1950,N,Y,OO
BAROW,BAROWCS,302,?,N,OO
BAROWEW,BAROSHJ,20,N,N,UGL
BAROWOS,LOGHBSJ,4225,?,Y,SL
BAROWOS,SILEBYJ,2656,N,Y,SL
BAROWRD,BAROWEW,2,N,N,OO
BARRABP,BARRDUN,10,?,N,OO
BARRDGL,RHOOSE,5171,N,Y,OO
BARRDUN,BARRDCG,25,?,N,DRL
BARRICR,BARRYIS,118,N,Y,OO
BARRY,BARRDGL,100,N,Y,OO
BARRY,BARRICR,1150,N,Y,OO
BARRY,BARRYDK,1791,N,Y,OO
BARRYDK,BARRY,1791,N,Y,OO
BARRYDK,CADOXTN,1368,N,Y,OO
BARWHVN,BRTHMBR,3501,N,Y,OO
BASILDN,LAINDON,2204,O,Y,UMV
BASILDN,PITSEA,2800,O,Y,DML
BATABAL,OTFORDJ,1570,3,Y,OO
BATABAL,SVNOAKS,1971,3,Y,BB
BATHGSL,BATHRTS,177,?,N,OO
BATHGSL,OLDFLDP,326,N,Y,OO
BATHRTS,BATHSPA,1126,?,N,
BATHSPA,BRSS175,675,?,?,DM
BATHSPA,BTHMPTJ,3620,N,Y,UM
BATLEY,DWBY,2152,N,Y,ML
BATLEY,MRLY,5130,N,Y,OO
BATRPHS,BATRSPJ,141,3,Y,OO
BATRSH,BATRSPJ,423,3,Y,BRV
BATRSH,VICTRIC,1045,3,Y,BRV
BATRSPJ,BATRSPK,611,3,Y,SL
BATRSPJ,BATRSPK,611,3,Y,FL
BATRSPJ,VICT47,805,3,Y,RVL
BATRSPJ,VICTRIC,1468,3,Y,FL
BATRSPJ,VICTRIC,1468,3,Y,SL
BATRSPK,BATRSPJ,611,3,Y,BRV
BATRSPK,BATRSPJ,611,3,Y,FL
BATRSPK,BATRSPJ,611,3,Y,SL
BATRSPK,CLPHMJC,2293,3,Y,SL
BATRSPK,FACTRYJ,985,3,Y,AL
BATRSPK,POUPRTJ,1227,3,Y,FL
BATRSYD,STWTJN,905,?,N,DGL
BATT2XO,BATTLE,181,3,Y,UH
BATT2XO,CRWHRST,3119,3,Y,DH
BATTLE,BATT2XO,181,3,Y,DH
BATTLE,MNTFLDS,5395,3,Y,UH
BAYFORD,CUFFLEY,5613,O,Y,OO
BAYFORD,HFDN,4666,O,Y,ML
BAYHORS,GSTANG,9354,O,Y,ML
BAYHORS,OUBCKGL,4506,O,Y,ML
BBGHGL,GSTANG,8187,O,Y,ML
BCHBKFM,ASHFAJN,3916,3,Y,ML
BCHBKFM,HOTH343,3430,3,Y,ML
BCHBKFM,HTFDSD,402,?,N,SDG
BCKJN,DOVERP,1428,3,Y,ML
BCKJN,KSNY,2072,3,Y,OO
BCKJN,MMIL,6438,3,Y,OO
BCKN607,KENTHOS,965,3,Y,CM
BCKNHMH,BELNGHM,1046,3,Y,OO
BCKNHMH,RBRN,1389,3,Y,OO
BCKNHMJ,BCKN607,382,3,Y,CM
BCKNHMJ,BCKNMJC,50,?,Y,
BCKNHMJ,BIRKBCK,2335,3,Y,CPS
BCKNHMJ,NBCKSDG,50,?,N,OO
BCKNHMJ,SHRTLNJ,1689,3,Y,OO
BCKWATR,FRBRNTH,4072,N,Y,OO
BCKWATR,SNDHRST,2494,N,Y,OO
BCKY,HAWARDN,3158,N,Y,OO
BCKY,PNYF,2132,N,Y,OO
BCNGNOS,HRNEBAY,12834,3,Y,OO
BCNGNOS,WESGTOS,2797,3,Y,OO
BCNSFLD,HWYC139,7755,N,Y,OO
BCNSFLD,SEERGRN,2373,N,Y,OO
BCST189,BCSTN,179,N,Y,DM
BCST196,AYNHOJ,14258,N,Y,DM
BCSTCOD,BCSTDRL,1610,N,N,[1]
BCSTCOD,BCSTDWJ,35,N,N,GL
BCSTDEJ,BCSTDWJ,1030,N,Y,UB
BCSTDRL,BCSTDEJ,50,N,N,GL
BCSTDRL,BCSTGF,100,N,N,RL
BCSTDWJ,BCSTRTN,1730,N,Y,DB
BCSTDWJ,ISLIP,7947,N,Y,UB
BCSTGBF,BCSTCOD,0,?,N,
BCSTGBF,BCSTDRL,1610,N,N,OO
BCSTGJN,BCSTRTN,684,N,Y,UB
BCSTGJN,BCSTSJ,1046,N,Y,UBSWC
BCSTGJN,CYDNJN,9721,N,Y,OO
BCSTLRD,BCSTGJN,534,N,Y,DB
BCSTN,BCST192,0,N,Y,DM
BCSTN,BCST192,0,N,Y,UDM
BCSTN,BCST196,257,N,Y,DM
BCSTN,BCSTES,566,N,N,
BCSTN,BCSTSJ,1710,N,Y,UM
BCSTRTN,BCSTDEJ,700,N,Y,UB
BCSTRTN,BCSTLRD,150,N,Y,DB
BCSTSJ,BCST189,1531,N,Y,DM
BCSTSJ,BCSTGJN,1046,N,Y,DBSWC
BCSTSJ,HADMATP,18765,N,Y,UM
BCSTUS,BCSTN,400,N,N,OO
BDENJT,BOLTON,925,O,Y,DPL
BDENJT,BOLTON,925,O,Y,ML
BDENJT,MSGT,1570,O,Y,UPL
BDHMPTN,HAVANT,1087,3,Y,OO
BDHMPTN,HAVAS31,1032,3,Y,DF
BDLNMHJ,ASHGTNJ,2574,N,N,OO
BDLNMHJ,WSLKBNJ,744,N,N,OO
BDLNMHJ,WSLKWXJ,624,N,N,[2]
BDLNTNS,BDLNTNX,804,?,N,OO
BDLNTNX,NSHMLC,5129,N,N,OO
BDLNTNX,WSLKBNJ,1569,N,N,OO
BDMNSTR,BRSTLWJ,1287,N,Y,ML
BDMNSTR,BRSTLWJ,1287,N,Y,RL
BDMNSTR,PARSNST,1468,N,Y,DM
BDST544,UPTON,2414,N,Y,UW
BDSTNEJ,BRKN570,503,3,Y,UWK
BDSTNEJ,BRKN577,505,3,Y,DWK
BDSTNEJ,BRKN601,121,3,Y,DNB
BDSTNEJ,BRKNMUD,503,?,N,UDTS
BDSTON,BDST544,402,N,Y,UW
BDSTON,BDSTNEJ,704,3,Y,UWK
BDSTON,BDSTSDG,1066,N,N,OO
BDSTON,LEASOWE,1408,3,Y,DWK
BEALSMA,CRAGMIL,75,O,Y,OO
BEALSMA,TWEDMTH,21200,O,Y,OO
BEAMMLJ,GRTN,1247,N,N,GL
BEAMMLJ,LACKSLA,1347,N,N,OO
BEAMMLJ,STHBANK,864,N,N,GL
BEARLEY,BEARLYJ,422,?,Y,OO
BEARLYJ,WILMCOT,1790,N,Y,OO
BEARLYJ,WOTONWN,4165,?,Y,OO
BEATCK,BEATCKS,16575,O,Y,OO
BEATCK,WMPHRAY,8822,O,Y,OO
BEATCKS,ABINGTN,12995,O,Y,OO
BEATCKS,BEATCE,50,?,N,OO
BEATCKS,BEATCK,16575,O,Y,OO
BEATDNS,BEATCK,199,?,N,OO
BEAULY,CLUNSIB,3943,N,Y,OO
BEBNGTN,PSLT,1086,3,Y,DC
BEBNGTN,ROCKFRY,1750,3,Y,UC
BECCLES,BRAMPTN,7209,N,Y,OO
BECKGHM,BESSCRJ,24058,?,Y,D
BECKGHM,GBROTJ,3380,?,Y,OO
BEDF603,BEDFDM,364,O,Y,SL
BEDFDM,BEDFDN,1006,O,Y,FL
BEDFDM,BEDFDN,1006,O,Y,DSL
BEDFDM,BEDFDNS,805,?,N,OO
BEDFDM,BEDFDS,1709,O,Y,FL
BEDFDM,BEDFDWR,50,?,N,SL
BEDFDM,BESJGL,140,?,Y,UDB
BEDFDM,WHMP605,1609,O,Y,SL
BEDFDN,BEDFDM,1006,O,Y,USL
BEDFDN,BEDFDM,1006,O,Y,FL
BEDFDN,SNBKJN,9997,?,Y,FL
BEDFDN,SNBKOV,4666,?,Y,SL
BEDFDS,AMPTNLS,10501,O,Y,FL
BEDFDS,BEDF603,1345,O,Y,SL
BEDFDS,BEDFDCD,1315,O,N,SL
BEDFDS,BEDFDM,1709,O,Y,FL
BEDFDS,WHMP599,1100,O,Y,SL
BEDFDS,WHMP601,0,O,Y,SL
BEDFDWR,BEDFDCS,7,?,?,[1]
BEDWGF,BEDWRTH,1449,N,Y,OO
BEDWGF,HAWKSLA,826,N,Y,OO
BEDWPUM,BDWTHMS,0,?,N,
BEDWPUM,BEDWGF,402,?,N,OO
BEDWRTH,BEDWGF,1449,N,Y,OO
BEDWRTH,BERMPRK,2675,N,Y,OO
BEDYN,HUNGRFD,7685,N,Y,UW
BEDYN,PEWSEY,14343,N,Y,DW
BEDYNRS,BEDYN,250,?,?,RS
BEGHFHH,BEGHWES,0,?,N,OO
BEGHTJN,BEGHTSJ,612,N,Y,OO
BEGHTJN,RENIBKS,6196,N,Y,OO
BEGHTJN,TREETNJ,5170,N,N,DGL
BEGHTJN,TREETNJ,5170,N,N,OO
BEGHTND,WDHOUSJ,5,N,N,SDG
BEGHTSJ,BEGHTJN,612,N,Y,OO
BEGHTSJ,BEGHTND,676,N,N,SDG
BEGHTSJ,WDHOUSJ,1306,N,Y,OO
BEGHWES,BEGHTJN,595,?,N,OO
BEKSBRN,ADISHAM,4869,3,Y,OO
BEKSBRN,CNTBE,4687,3,Y,UC
BELFORD,CHHL,8992,O,Y,OO
BELFORD,CRAGMIL,1669,O,Y,ML
BELFTS,BELFORD,135,?,?,[1]
BELNGHM,BCKNHMH,1046,3,Y,OO
BELNGHM,CATFORD,1408,3,Y,OO
BELNGMS,BELNGHM,403,?,N,OO
BELPER,BROHLME,1468,N,Y,ML
BELPER,DUFIELD,4164,N,Y,ML
BELVEDR,ABWDARJ,754,3,Y,UM
BELVEDR,ERITH,2071,3,Y,DM
BELWTRJ,SIBSEY,10642,N,Y,OO
BELWTRJ,TCULVRT,9454,N,Y,OO
BENFLET,LHONSEA,5665,O,Y,DMV
BENFLET,PITSEA,4007,O,Y,UMV
BENHACE,BENHARJ,524,?,N,OO
BENHARJ,FAULDHS,1186,N,Y,OO
BENHARJ,SHTT,4445,N,Y,OO
BENTMET,SGOS,3219,?,?,[1]
BENTON,CRMLNGT,9656,O,Y,OO
BENTON,HTONNJN,2373,O,Y,OO
BENTON,NSHMLC,13639,N,N,Branch
BEREFRS,BEREALS,4507,N,Y,OO
BERKHMD,BONENDJ,3923,O,Y,SL
BERKHMD,BONENDJ,3923,O,Y,FL
BERKHMD,TRING,5994,O,Y,SL
BERKHMD,TRING,5994,O,Y,FL
BERMPRK,BEDWRTH,2675,N,Y,OO
BERMPRK,NNTNCHC,1255,N,Y,DB
BERW362,POLGATE,6173,3,Y,OO
BERWICK,BERW362,103,3,Y,DM
BERWICK,GLYNDE,7162,3,Y,OO
BESCRLA,MEOLSCP,4909,N,Y,ML
BESCRLA,NEWLANE,3380,N,Y,ML
BESJGL,BEDFDJS,400,?,N,OO
BESJGL,BEDFDWR,140,?,N,UDG
BESJGL,BEDFEGS,0,?,N,
BESJGL,BESJOHN,140,?,Y,UDB
BESJOHN,BESJGL,140,?,N,DN GDS
BESJOHN,KMPSTNH,4788,N,Y,OO
BESSCRJ,BECKGHM,24058,?,Y,U
BESSCRJ,DONCBCJ,1046,N,Y,
BESSCRJ,DONCDSJ,1271,O,Y,DLL
BESSCRJ,DONCLCJ,1686,O,Y,OO
BEST918,BESTON,161,N,Y,ML
BEST931,BESTNSJ,854,N,?,UGL
BESTGBR,BESTNMC,10,N,N,OO
BESTNMC,BEST931,300,N,?,UGL
BESTNNJ,BESTNMC,50,N,?,UNS
BESTNNJ,BESTNSJ,1204,N,Y,ML
BESTNNJ,BESTONS,802,N,N,OO
BESTNNJ,LENTNSJ,946,N,?,DNS
BESTNNJ,LENTNSJ,946,N,Y,ML
BESTNSJ,BEST918,644,N,Y,ML
BESTNSJ,BESTHST,125,N,N,OO
BESTNSJ,BESTNNJ,1204,N,Y,ML
BESTNSJ,BESTNNJ,1204,N,Y,DNS
BESTNSJ,BESTONS,402,N,N,OO
BESTNSJ,BESTRR,602,N,N,OO
BESTON,ATNBRO,2253,N,Y,OO
BESTON,BESTNSJ,805,N,Y,OO
BESTRR,BESTNNJ,602,N,N,OO
BESTTSB,CHSTREJ,15792,N,Y,ML
BESTTSB,CREWESW,14866,N,Y,ML
BEVERLY,ARRAM,4748,N,Y,OO
BEVERLY,CTTGHM,7001,N,Y,OO
BEXH14,BEXHGF,42,3,Y,UB
BEXHGF,CTNG,1098,3,Y,UB
BEXHILL,BEXH14,358,3,Y,UB
BEXHILL,STLNRWM,4194,3,Y,DB
BEXLEY,ALBNYPK,1630,3,Y,OO
BEXLEY,CRFD,2333,3,Y,OO
BGLAN,BRITFRY,2816,N,Y,ML
BGLAN,BRITONF,2676,N,N,
BGLAN,PTALWE,3138,N,Y,ML
BGLNBC,BGLNBPF,20,?,N,OO
BGLWFHH,BGLWECC,0,?,N,[1]
BGLWFHH,BGLWECC,0,?,N,[2]
BGLWFHH,BGLWJN,804,?,N,OO
BGLWFHH,PRKADIL,251,?,N,OO
BGLWJN,PROBUS,10669,N,Y,OO
BGLWJN,STAUSTL,3662,N,Y,OO
BGOALAN,CORNTLC,1609,N,Y,ML
BGOALAN,DUNANE,3380,N,Y,OO
BGRN,BLACKWL,2113,O,Y,DM
BGRN,LONB,4329,O,Y,FL
BGRN,LONB23,3766,?,N,GL
BGSDEJN,BYREHJ,1609,O,Y,UAYR
BGSDEJN,IRVN,3219,O,Y,ML
BGSDEJN,IRVNB,50,?,N,OO
BHAM190,BRDS,1118,N,Y,SH
BHAM459,BHAMJEW,1092,N,Y,OO
BHAMINT,HMPTNIA,3097,O,Y,UML
BHAMINT,MRSTNGR,2777,O,Y,DM
BHAMJEW,BHAMQHS,2817,N,Y,OO
BHAMJEW,BHAMSNH,1142,N,Y,OO
BHAMMRS,BHAM190,150,N,Y,SH
BHAMMRS,BHAMMS2,250,?,?,OO
BHAMMRS,BHAMMSS,250,?,Y,OO
BHAMMRS,BHAMSNH,1267,N,Y,SH
BHAMNWS,FIVEWYS,1449,O,Y,Gloucester
BHAMNWS,MNMNTLA,10,?,N,
BHAMNWS,PROOFHJ,934,O,Y,WL
BHAMNWS,PROOFHJ,934,O,Y,DEL
BHAMNWS,SOHOSJ,3170,?,?,Stour
BHAMQHS,BHAMJEW,2817,N,Y,OO
BHAMQHS,HNDSHWT,1142,N,Y,OO
BHAMQHS,HNDSQHD,139,?,N,OO
BHAMQHS,HNDSQHG,50,?,N,OO
BHAMSHT,BHAMSNH,201,?,N,SDG2
BHAMSNH,BHAM459,50,N,Y,DSH
BHAMSNH,BHAMMRS,1267,N,Y,SH
BHAMSNH,BHAMSHT,201,?,?,SDG1
BHAMSYJ,LNDRSTJ,583,N,Y,DDG
BHAMSYJ,SLTLYPB,402,N,Y,DDF
BHAMSYJ,WSHWDH1,925,N,Y,UDF
BHAMSYJ,WSHWUGL,848,N,N,UDT
BHAMSYJ,WSHWUGL,848,N,Y,UDS
BHILLPK,BYSTJN,789,O,Y,UED
BHILLPK,ENFLDTN,1062,O,Y,DED
BHLP,ERROLLC,14870,N,Y,OO
BICK35,PETSWDJ,1000,3,Y,DFV
BICK626,BICKLYJ,0,3,Y,SL
BICKLEY,BICKLYJ,885,3,Y,FL
BICKLEY,BICKLYJ,885,3,Y,SL
BICKLEY,BROMLYS,1709,3,Y,SL
BICKLEY,BROMLYS,1709,3,Y,FL
BICKLYJ,BICK35,469,3,Y,DFV
BICKLYJ,BICK626,0,3,Y,SL
BICKLYJ,BICKLEY,885,3,Y,SL
BICKLYJ,BICKLEY,885,3,Y,FL
BICKLYJ,CHSLHRJ,640,3,Y,DSV
BICKLYJ,STMRYCJ,1186,3,Y,FL
BICKLYJ,STMRYCJ,1186,3,Y,SL
BIGL235,ARLSEY,5834,O,Y,SL
BIGLPL,BIGLSWD,603,?,N,[2]
BIGLPL,BIGLSWD,603,?,N,[1]
BIGLSWD,ARLSEY,6638,O,Y,FL
BIGLSWD,BIGL235,804,O,Y,SL
BIGLSWD,SNDY,4767,O,Y,SL
BIGLSWD,SNDY,4767,O,Y,FL
BILBROK,CODSALL,1107,N,Y,OO
BILBROK,OXLEUGL,4344,N,Y,OO
BILE572,WIKFORD,7886,O,Y,DML
BILERCY,BILE572,160,O,Y,DML
BILERCY,MNTNJN,3863,O,Y,UML
BILSHST,CHRSTSH,7724,3,Y,OO
BILSHST,PULBRO,8187,3,Y,OO
BINGHAM,ASLCKTN,3560,N,Y,OO
BINGHAM,RADNOT,5813,N,Y,OO
BIRCHWD,GLAZBRK,4667,N,Y,ML
BIRCHWD,PADGATE,2233,N,Y,ML
BISHPTN,LGBK,6558,O,Y,OO
BISHPTN,PSLYSTJ,6719,O,Y,UG
BISLND,ABDO,4345,N,Y,OO
BISLND,BISLNDJ,204,N,Y,ML
BISLNDJ,BISLND,204,N,Y,ML
BISLNDJ,KGHN,4000,N,Y,ML
BITERNE,STDENYS,1142,3,Y,OO
BITERNE,WOLSTON,2715,3,Y,OO
BKBY,BNTBY,7583,N,N,GL
BKBY,BNTBY,7583,N,Y,ML
BKBY,HABRJN,1931,N,Y,
BKBY,ULCEBY,1669,N,Y,OO
BKDLE,HILLSID,1629,3,Y,OO
BKDLE,SOUTHPT,1870,3,Y,DSP
BKNH16,BKNHRST,402,3,Y,OO
BKNH62,SWAY,3122,3,Y,ML
BKNHDS,BKNHRST,20,?,N,OO
BKNHRST,BKNH62,1287,3,Y,ML
BKNHRST,BKNHUPS,785,?,?,OO
