FROM_TIPLOC,TO_TIPLOC,DISTANCE,ELECTRIC,PASSENGER_USE,LINE_CODE
DARWEN,ENTWISL,6034,N,Y,ML
DATCHET,SUNYMDS,1912,3,Y,OO
DATCHET,WSORAER,2917,3,Y,OO
DAVNPRT,STKPE1,1247,O,Y,ML
DAVNPRT,WMOR,865,O,Y,ML
DAWLISH,DAWLSHW,2635,N,Y,OO
DAWLISH,TEINMTH,4688,N,Y,OO
DAWLSHW,DAWLISH,2635,N,Y,OO
DAWLSHW,STRCROS,3178,N,Y,OO
DAWMEJ,NNTNABJ,11748,N,Y,UA
DAWMFHH,DAWMGBR,24,N,N,[1]
DAWMGBR,DAWMEJ,300,N,N,OO
DAWMLCL,DAWMFHH,0,N,N,[1]
DAWMWJ,DAWMEJ,624,N,Y,UA
DAWMWJ,DAWMFHH,300,N,Y,OO
DAWMWJ,DAWMLCL,300,N,Y,OO
DAWMWJ,WACRJN,3319,N,Y,OO
DAWSHLM,MRYHPKJ,523,O,Y,OO
DEAL,DEALSDG,50,?,N,OO
DEAL,SWCH,6638,3,Y,OO
DEAL,WALMER,2636,3,Y,OO
DEAN,LSTOKSJ,12292,N,Y,OO
DEAN,MOTFONT,6216,N,Y,OO
DEGANWY,LANDUDJ,1870,N,Y,ML
DEGANWY,LUDO,3179,N,Y,ML
DEIGHTN,BRLYJN,1187,N,Y,OO
DEIGHTN,HDRS770,2293,N,Y,OO
DELAMER,CUDNGTN,4748,N,Y,OO
DELAMER,MLDSWTH,4647,N,Y,OO
DENHAM,DENHMGC,1449,N,Y,OO
DENHAM,WRUISLP,4473,N,Y,UM
DENHMGC,DENHAM,1449,N,Y,OO
DENHMGC,GERRDSX,2735,N,Y,OO
DENMRKH,CBRIJN,643,3,Y,ML
DENMRKH,CFTNRJN,724,3,Y,AL
DENMRKH,CFTNRJN,724,3,Y,ML
DENMRKH,SHPSHLA,2032,3,Y,AL
DENS19,NAVGTNR,724,N,Y,OO
DENSGTJ,NAVGTNR,402,?,?,Metrolink
DENSGTJ,NAVGTNR,402,N,Y,ML
DENSGTJ,SKLTJN,705,N,Y,OO
DENSGTJ,TIMPRLY,604,?,?,Metrolink
DENT,BLEMOR,7906,N,Y,OO
DENT,GARSDLE,5291,N,Y,OO
DEPDENE,BTCHWTH,4168,N,Y,OO
DEPDENE,DRKGW,1146,N,Y,OO
DEPTFD,GNWH,804,3,Y,OO
DEPTFD,NKENTEJ,1025,3,Y,OO
DERB622,ROUTESX,2024,N,Y,OO
DERMGBF,DERMUKF,0,?,N,
DERMGBF,WYMNDHM,18201,N,Y,
DEVNPRT,DOCKYDP,644,N,Y,OO
DEVNPRT,PLYMTH,2011,N,Y,OO
DGLROAD,COGANJ,1127,N,Y,OO
DGNH826,DGNH821,500,?,N,DGL
DGNHARC,DGNHDRG,1000,?,N,OO
DGNHELT,BARKGLT,6035,3,Y,ULT
DGNHELT,UPMNLT,5900,3,Y,DLT
DGNHMDC,RNHAME,3300,O,Y,OO
DGNHMDC,RPLLFDR,100,?,?,
DGNHMDC,RPLLFW6,2542,?,N,GL
DGNHMDC,RPLLHGP,50,?,?,
DGNHMDC,RPLLRRJ,1891,O,Y,UT
DGNHMDC,RPLLSTO,50,?,?,
DGNHMFD,DGNH826,301,?,N,UGL
DGNHMFD,DGNHMDC,804,?,?,GL
DGNHMSC,DGNHMDC,242,?,N,
DGNHREC,RPLANEG,500,?,N,UDG
DIDC207,DIDCTTC,200,?,N,GL
DIDCGWS,DIDCOTP,50,?,N,
DIDCLHS,DIDCOTP,0,?,N,E
DIDCOTP,DIDCLHS,0,?,N,W
DIDCOTP,DIDCTEJ,498,O,Y,RL
DIDCOTP,DIDCTEJ,498,O,Y,ML
DIDCOTP,DIDCTTC,1043,?,N,GL
DIDCOTP,DIDCWCJ,824,?,Y,LL
DIDCOTP,DIDCWE,258,O,Y,RL
DIDCOTP,FOXHALJ,901,?,Y,ML
DIDCTDC,DIDCMSF,50,?,N,UGL
DIDCTDC,DIDCMSF,50,?,N,DGL
DIDCTDC,FOXHALJ,50,?,N,SDG
DIDCTEJ,DIDCOTP,498,O,Y,RL
DIDCTEJ,DIDCOTP,498,O,Y,ML
DIDCTEJ,DIDCTNJ,1891,N,Y,AL
DIDCTEJ,MRTNCUT,2212,O,Y,ML
DIDCTEJ,MRTNCUT,2212,O,Y,RL
DIDCTFP,DIDCOTP,502,?,N,DEP
DIDCTNJ,APPLEFX,966,N,Y,OO
DIDCTNJ,DIDC207,150,?,N,GL
DIDCTNJ,DIDCTEJ,1891,N,Y,AL
DIDCTNJ,DIDCWCJ,643,?,Y,LL
DIDCTPS,DIDCPSG,0,?,N,DL
DIDCTPS,DIDCPSG,0,?,N,UL
DIDCWCJ,DIDCOTP,824,?,Y,LL
DIDCWCJ,DIDCTNJ,643,?,Y,LL
DIDCWCJ,FOXHALJ,664,?,?,UWC
DIDCWE,DIDCOTP,258,O,Y,GL
DIDCWE,FOXHALJ,643,?,Y,RL
DIGBY,NWCOURT,1147,N,Y,OO
DIGGDPL,DIGGLEJ,0,N,Y,DPL
DIGGLEJ,DIGGDPL,0,N,Y,DPL
DIGGLEJ,GFLD,3319,N,Y,ML
DIGGLEJ,MRSN,5937,N,Y,ML
DIGSWEL,WLWY622,623,O,Y,SL
DIGSWEL,WLWYNGC,1106,O,Y,FL
DIGSWEL,WLWYNN,1610,O,Y,ML
DILTONM,WRMNSTR,5331,N,Y,DS
DILTONM,WSTBRYW,2152,?,Y,US
DINASP,CADOXTN,3057,N,Y,OO
DINASP,EASTBRK,1167,N,Y,OO
DINASR,PORH,2173,N,Y,U&D
DINGWAL,CONONBR,3963,N,Y,OO
DINGWCE,DINGWAL,50,?,N,OO
DINSDAL,DLTNS,5408,N,Y,US
DINSDAL,TSDARPR,2776,N,Y,OO
DIRFBRF,DIRFTIN,50,?,N,
DIRFDR2,DIRFFHH,10,?,N,OO
DIRFDRS,DIRFBRF,50,?,N,
DIRFDRS,DIRFTMA,50,?,N,
DIRFDRS,DIRFTRE,50,?,N,
DIRFFHH,DIRFTRR,10,?,N,OO
DIRFTFL,DIRFDR2,10,?,N,
DIRFTFL,DIRFTMA,50,?,N,
DIRFTMA,DIRFEP2,50,?,N,
DIRFTRE,DIRFTIN,50,?,N,
DIRFTRR,DIRFEP2,50,?,N,
DIRFTRR,DIRFTFL,604,?,N,
DIRFTRR,DIRFTRE,50,?,N,
DIRFTRR,DVNTYNJ,724,?,N,OO
DISLEY,MDWD,2897,N,Y,ML
DISLEY,NWMILSN,2435,N,Y,ML
DISS,COWGRNX,15601,O,Y,OO
DISS,TROWFLR,18990,O,Y,OO
DISSRS,DISS,0,?,?,[1]
DISSRS,DISS,0,?,?,[2]
DITTAHF,DITTBOC,60,?,N,OO
DITTAHF,DITTFLR,100,?,N,OO
DITTBOC,DITTDRS,100,?,N,OO
DITTCFL,DITTNRH,523,?,N,SDG
DITTCFL,DITTNRS,1810,?,N,OO
DITTCFL,DITTON,201,?,N,OO
DITTFLR,DITTAHC,14,?,N,OO
DITTNRH,DITTCFL,523,?,N,OO
DITTNRH,DITTNWJ,100,?,N,OO
DITTNRS,DITTNRH,523,?,N,OO
DITTNRS,WIDNTTF,804,?,N,OO
DITTNWJ,DITTON,704,O,Y,SL
DITTNWJ,HALWJAG,2454,O,Y,SL
DITTON,DITTFLR,242,?,N,OO
DITTON,DITTNWJ,704,O,Y,SL
DITTON,FDLRSSB,6619,?,N,UG
DITTON,RUNCORN,2232,O,Y,FL
DITTON,SPEKEJ,6538,O,Y,FL
DLMALLY,DLMALCE,10,?,N,OO
DLMRNOK,BRIDGTN,804,O,Y,OO
DLMRNOK,RTHGNNJ,1127,O,Y,UA
DLMY,DLMYJN,402,N,Y,ML
DLMY,DLMYUPL,403,N,Y,UPL
DLMY,NQNSFRY,2993,N,Y,ML
DLMYDPL,DLMY,305,N,Y,DPL
DLMYJN,DLMY,402,N,Y,ML
DLMYJN,DLMYDPL,482,N,Y,DPL
DLMYJN,EDINGWY,5841,N,Y,ML
DLMYJN,WNCBROJ,7080,N,Y,OO
DLMYUPL,DLMYCE,50,?,N,OO
DLMYUPL,DLMYJN,603,N,Y,UPL
DLNCRDH,BLARATH,15529,N,Y,ML
DLNCRDH,DLNSPDL,10944,N,Y,OO
DLNSPDL,DALWHIN,11667,N,Y,OO
DLNSPDL,DLNCRDH,10944,N,Y,OO
DLRE665,DLREOCH,0,O,Y,N
DLREOCH,CDRS,5069,O,Y,OO
DLREOCH,DLRE665,0,O,Y,S
DLREOCH,DMBRTNC,604,O,Y,OO
DLRYMPL,AYRR,4646,N,Y,OO
DLRYMPL,BRMHSJN,3673,?,N,WT
DLTN,DLTNDBP,402,?,?,DBP
DLTN,DLTNN,523,O,Y,DF
DLTN,DLTNS,583,O,Y,UML
DLTN,DLTNUSF,166,?,N,OO
DLTNDBP,DLTN,402,?,?,DBP
DLTNDPL,DLTNS,524,O,Y,DM
DLTNDS,DLTNDBP,0,?,?,[1]
DLTNECX,DLTNS,10863,O,Y,DM
DLTNECX,NLRTN,11785,O,Y,UM
DLTNN,DLTN,523,N,Y,OO
DLTNN,DLTN,523,O,Y,UF
DLTNN,FYHLAYC,7523,O,Y,DF
DLTNS,DINSDAL,5408,N,Y,DS
DLTNS,DLTN,583,O,Y,DML
DLTNS,DLTNDPL,0,?,?,OO
DLTNS,DLTNECX,10863,O,Y,ML
DLTNUSF,DLTNUSG,0,?,N,OO
DLTNUSG,DLTNUS,0,?,N,OO
DMARSHJ,DMARSRS,1042,N,N,OO
DMARSHJ,HAWDNBG,302,N,Y,OO
DMARSHJ,SHOTNPC,2817,N,Y,OO
DMBR933,DMBRTNE,886,O,Y,OO
DMBR938,DLREOCH,354,O,Y,OO
DMBRTNC,DMBR933,208,O,Y,ML
DMBRTNC,DMBR938,250,O,Y,ML
DMBRTNC,DMBRTNL,0,?,N,GL
DMBRTNE,BOWLING,4474,O,Y,OO
DMBRTNE,DMBRTNC,1094,O,Y,OO
DMBRTNL,DMBRCCE,110,?,N,OO
DMBRTNL,DMBRTNC,0,?,N,GL
DMTHKWR,PAIGXGF,50,N,Y,OO
DNBGHNJ,BLTCHLY,3533,O,Y,FL
DNBGHNJ,DNBGHSJ,1528,O,Y,SL
DNBGHNJ,MKNSCEN,1951,O,Y,FL
DNBGHNJ,MKNSCEN,1951,O,Y,SL
DNBGHSJ,BLTCHLY,2005,O,Y,SL
DNBGHSJ,BLTCSN,50,?,N,GL
DNBGHSJ,BLTCSOF,1668,N,Y,DB
DNBGHSJ,BLTCUGL,1161,O,N,RL
DNBGHSJ,DNBGHNJ,1528,O,Y,SL
DNFRMLE,CHTNJN,531,N,Y,OO
DNFRMLE,DNFRMQM,2575,N,Y,OO
DNFRMQM,DNFRMLE,2575,N,Y,OO
DNFRMQM,TNHLJN,402,N,Y,OO
DNLP,LUGTON,3861,N,Y,DM
DNLP,STEWRTN,3580,N,Y,UM
DNNG605,DNNGCLJ,824,N,N,DSY
DNNG606,BRCLEJN,4325,N,N,USY
DNNGCLJ,DNNG606,884,N,N,USY
DNNGCLJ,MLTBCLS,9697,N,N,OO
DNRAGIT,STRNRR,10199,N,Y,OO
DNSDCPA,DNSDCPG,10,?,N,OO
DNSDCPG,DNSDFLT,20,?,N,OO
DNSDLP,DNSDCPG,28,?,N,OO
DNSN,GTSHDMC,1932,N,Y,OO
DNSN,NRWDJN,523,N,Y,OO
DNTG,BRBM,3460,O,Y,ML
DNTON,DNTONJN,1087,N,Y,ML
DNTON,DNTOSTJ,580,N,Y,ML
DNTONJN,ASHTMNJ,3702,N,Y,Branch
DNTONJN,DNTON,1087,N,Y,ML
DNTONJN,GIDB,1267,N,Y,OO
DNTOSTJ,DNTON,580,N,Y,ML
DOCKYDP,DEVNPRT,644,N,Y,OO
DOCKYDP,KEYHAM,905,N,Y,OO
DODWRTH,BNSLY,4646,N,Y,OO
DOEHAYF,BWELLSJ,580,N,N,UDV
DOKJNSP,DOKJSSP,342,O,Y,UDS
DOKJNSP,DOKJSSP,342,O,Y,FL
DOKJNSP,KNTSHTN,926,O,Y,DMG
DOKJNSP,KNTSHTN,926,O,Y,FL
DOKJNSP,_STPXMX,644,O,Y,UMG
DOKJSSP,DOKJNSP,342,O,Y,FL
DOKJSSP,STPAMCS,10,?,?,OO
DOKJSSP,STPXCSJ,947,O,Y,FL
DOKJSSP,STPXCYS,463,O,N,OO
DOLMCR,DOLMORS,200,?,N,CRE
DOLMGBF,DOLMORS,0,?,N,S4E
DOLMLHS,DOLMCR,250,?,N,CRW
DOLMLHS,DOLMGBF,450,?,N,S4W
DOLMLHS,DOLMLL,50,?,N,OO
DOLMLHS,DOLMORS,450,?,N,DMA
DOLMLHS,DOLMWJN,144,?,N,FC
DOLMLL,DOLMORS,400,?,N,S3W
DOLMLL,DOLMORS,400,?,N,LL
DOLMORS,CHUNCTR,1325,?,Y,ML
DOLMORS,DOLMGBF,0,?,N,S2E
DOLMORS,SLWDJN,704,?,?,TPL
DOLMORS,SLWDJN,704,?,Y,UM
DOLMWJN,CHUNCTR,6000,O,Y,DNC
DOLMWJN,WENHX,2185,O,Y,UPC
DOLMWST,DOLMLHS,200,?,N,OO
DOLMWST,SLWDJN,54,?,N,DOLL
DOLPHNJ,LANGLEY,1304,O,Y,RL
DOLPHNJ,LANGLEY,1304,O,Y,ML
DOLPHNJ,SLOUGH,1911,O,Y,ML
DOLPHNJ,SLOUGH,1911,O,Y,RL
DONC,DONC269,241,O,Y,ESL
DONC,DONC298,0,O,Y,UDT
DONC,DONCBJN,804,O,Y,FL
DONC,DONCMRG,627,?,?,DLS
DONC,DONCMRG,627,O,Y,FL
DONC,DONCSJJ,845,N,Y,DS
DONC,DONCSWY,201,?,N,GL
DONC236,DONCDSJ,844,O,Y,WSL
DONC249,DONCBJN,402,O,Y,DS2
DONC254,DONCPCJ,1569,O,Y,ESL
DONC269,DONCBJN,563,O,Y,ESL
DONC275,DONC,543,O,Y,WS2
DONC298,DONC,0,O,Y,DDT
DONC308,DONCMRG,50,?,Y,DM
DONC866,HCKP864,1947,O,Y,ML
DONCBCJ,DONCLCJ,1971,O,Y,ESL
DONCBDL,DONCBDY,0,?,N,N
DONCBDL,DONCBJN,1609,?,N,OO
DONCBDR,DONCBJN,402,O,Y,DR
DONCBDY,DONCBDL,0,?,N,S
DONCBDY,DONCBDL,0,?,N,E
DONCBDY,DONCBJN,1609,?,?,[1]
DONCBJN,DONC,804,O,Y,DFL
DONCBJN,DONC,804,O,Y,WS1
DONCBJN,DONC254,1006,O,Y,ESL
DONCBJN,DONC275,261,O,Y,WS2
DONCBJN,DONCBDR,50,?,?,OO
DONCBJN,DONCBUY,1609,?,?,[1]
DONCBJN,DONCLCJ,5592,O,Y,FL
DONCBJN,DONCLIP,1348,O,N,OO
DONCBJN,DONCSJJ,382,N,N,GL
DONCBRE,DONCWFL,0,?,?,[1]
DONCBUY,DONCBJN,1609,?,N,OO
DONCDCE,DONCMRG,1271,?,?,[1]
DONCDDF,DONCDDG,0,?,?,[2]
DONCDDF,DONCDDG,0,?,?,[4]
DONCDDF,DONCDDG,0,?,?,[3]
DONCDDF,DONCDDG,0,?,?,[1]
DONCDDF,DONCDDG,50,?,?,[5]
DONCDDF,DONCDNJ,724,?,?,[1]
DONCDDG,DONC236,0,O,Y,WSL
DONCDDG,DONCDDY,0,?,?,[1]
DONCDDG,DONCDDY,0,?,?,[3]
DONCDDG,DONCDDY,0,?,?,[4]
DONCDDG,DONCDDY,0,?,?,[2]
DONCDDG,DONCDDY,50,?,?,[5]
DONCDDY,DONCDDF,543,N,Y,OO
DONCDDY,DONCDDG,543,O,Y,WSL
DONCDDY,DONCDNJ,0,O,Y,DSL
DONCDDY,DONCDNJ,0,O,Y,DS1
DONCDDY,DONCDSJ,844,O,N,OO
DONCDDY,DONCRMT,100,?,?,[1]
DONCDDY,DONCRMT,38,?,?,[2]
DONCDNJ,DONC249,1710,O,Y,DS2
DONCDNJ,DONCBDR,1710,O,Y,DR
DONCDNJ,DONCBDY,945,?,N,OO
DONCDNJ,DONCBJN,2112,O,Y,DS1
DONCDNJ,DONCBJN,2112,O,Y,DFL
DONCDNJ,DONCBUY,945,?,N,OO
DONCDSJ,BESSCRJ,1271,O,Y,ULL
DONCDSJ,DONCDNJ,1387,O,Y,
DONCDSJ,LWELRSJ,322,N,N,LEC
DONCHGB,DONCHJN,1673,N,N,GL
DONCHGB,DONCHRS,0,N,N,GL
DONCHGB,DONCSJJ,2393,N,N,GL
DONCHGB,DONCSJJ,2393,N,N,USG
DONCHJN,BTLYJN,5310,N,Y,Avoiding
DONCHJN,CONBRGH,4485,N,Y,OO
DONCHJN,DONC,3238,N,Y,US
DONCHJN,DONCHGB,1673,N,N,GL
DONCHRS,DONCHGB,0,?,N,GL
DONCLCJ,DONCDNJ,3480,O,Y,ML
DONCLCJ,RANSBAW,5150,O,Y,ML
DONCLCJ,RSNGCJN,50,O,Y,WSL
DONCLIP,DONCIEP,1000,?,N,
DONCLIP,DONCPCJ,1367,?,?,[4]
DONCLIP,DONCUDA,59,?,?,[1]
DONCMRG,ARKSEYL,2692,O,Y,ML
DONCMRG,BTLYJN,1470,?,Y,UM
DONCMRG,BTLYSY,1771,O,Y,OO
DONCMRG,DONC,627,?,?,FL
DONCMRG,DONC,627,?,?,ESL
DONCMRG,DONC,627,O,Y,UM
DONCPCJ,DONCBCJ,1046,O,Y,ESL
DONCPCJ,DONCEP,1206,?,?,[1]
DONCPCJ,DONCLIP,1367,?,?,[1]
DONCPCJ,DONCLIP,1367,?,?,[2]
DONCPCJ,DONCLIP,1367,?,?,[3]
DONCPCJ,DONCLMD,158,?,?,[1]
DONCPCJ,DONCWDY,1271,?,?,[1]
DONCPCJ,LWELRSJ,1629,N,N,OO
DONCRMT,DONCDDF,5,?,?,S
DONCRMT,DONCDNJ,402,?,N,OO
DONCRPF,DONCRPG,241,?,?,[1]
DONCRPF,DONCUDA,20,?,?,[1]
DONCRPG,DONCPCJ,1047,?,?,[1]
DONCRSG,RBRTRPG,393,N,N,GL
DONCSCJ,FRBCKJ,6376,N,N,OO
DONCSCJ,LWELRSJ,824,N,N,DUSY
DONCSJJ,DONCHGB,2393,N,N,DSG
DONCSJJ,DONCHJN,2393,N,Y,DS
DONCSJJ,DONCRSG,700,?,N,GL
DONCSTS,DONC,301,?,N,OO
DONCSWY,DONCMRG,426,?,N,GL
DONCSWY,DONCWFL,100,?,?,[1]
DONCUDA,DONCPCJ,1308,?,?,[1]
DONCUDA,DONCUDF,1000,O,N,U
DONCUDF,DONCLMD,150,O,N,D
DONCUDG,DONCPCJ,158,?,?,
DONCUDY,DONCUDA,1000,?,N,ESL
DONCUDY,DONCUDG,150,O,N,
DONCWWS,DONCBRE,8,?,?,[1]
DONCWY,DONC,603,?,N,OO
DONNGBF,DONNGTJ,50,N,N,OO
DONNGBF,DONNRFT,0,?,N,OO
DONNGTJ,OAKNGTS,4064,N,Y,OO
DONNRFT,DONNSUM,2500,?,N,OO
DORE,DORESNJ,663,N,Y,OO
DORE,DOREWJ,745,N,Y,OO
DORESJ,DORESNJ,1186,N,Y,OO
DORESJ,DOREWJ,463,N,Y,OO
DORESJ,DRONFLD,3761,N,Y,OO
DORESNJ,DORESJ,1186,N,Y,OO
DORESNJ,SHEFS77,4280,N,Y,DM
DOREWJ,TOTLYTE,725,N,Y,OO
DORIDGE,BNHTX,965,?,Y,UDP
DORIDGE,BNHTX,965,N,Y,ML
DORIDGE,LAPWRTH,4103,N,Y,OO
DORIUPL,DORIDGE,483,N,Y,UPL
DORK33,DORKING,241,3,Y,UM
DORK35,HLMW,6558,3,Y,DM
DORKDSG,DORKING,53,?,N,OO
DORKING,BOXHAWH,1488,3,Y,OO
DORKING,DORK35,1428,3,Y,DM
DORMANS,EGRNSTD,3685,3,Y,OO
DORMANS,LINGFLD,2413,3,Y,OO
DORNGTN,CSTR,10236,N,Y,OO
DORNGTN,SHRWSBJ,8852,N,Y,ML
DOVE621,BCKJN,975,3,Y,ML
DOVE623,DOVE621,50,3,Y,ML
DOVERP,DOVE623,403,3,Y,ML
DOVERP,DOVERPS,50,?,N,
DOVERP,FLKSTNE,10259,?,Y,ML
DOVYDPL,DOVYJN,100,N,?,DL
DOVYJN,DOVYDPL,100,?,?,DL
DOVYJN,MCHYNLT,6316,N,?,U&D
DOWNHAM,DOWNHMR,23,?,?,[1]
DOWNHAM,WATLGTN,7499,O,Y,DL
DRAXBJ,DRAXD17,6578,?,N,W
DRAXBJ,HENSALL,2153,N,Y,UG
DRAXBJ,SNAITH,3653,N,Y,DG
DRAXCEG,DRAXBJ,6759,?,?,
DRAXCEG,DRAXD16,0,?,N,E
DRAXCEG,DRAXFHH,0,N,N,[1]
DRAXCEG,DRAXGBR,0,N,N,[2]
DRAXCEG,DRAXGBR,0,N,N,[4]
DRAXCEG,DRAXGGB,0,N,N,[3]
DRAXCEG,DRAXGGB,0,N,N,[1]
DRAXCEG,DRAXGGB,0,N,N,[2]
DRAXD16,DRAXCEG,0,?,N,W
DRAXD17,DRAXCEG,181,?,N,E
DRAXFHH,DRAXCEG,0,N,N,[2]
DRAXFHH,DRAXCEG,0,N,N,[4]
DRAXFHH,DRAXCEG,0,N,N,[3]
DRAXGBR,DRAXCEG,0,?,N,[1]
DRAXGBR,DRAXCEG,0,N,N,[3]
DRAYGRN,CBARPAR,745,N,Y,OO
DRAYGRN,HANWELL,965,N,N,OO
DRAYGRN,WEALING,785,N,Y,OO
DRBY,DRBYLRJ,1308,N,Y,DTF
DRBY,DRBYLRJ,1308,N,Y,UM
DRBY,DRBYLRJ,1308,N,Y,DTS
DRBY,DRBYLRJ,1308,N,Y,PL
DRBY,DRBYSNJ,281,N,Y,A
DRBY,DRBYSNJ,281,N,Y,C
DRBYCHC,DRBYCHF,88,?,?,
DRBYCHC,DRBYCHS,50,?,Y,[1]
DRBYCHC,DRBYCHS,50,N,Y,[2]
DRBYCHC,DRBYSNJ,1400,?,N,
DRBYEPS,DRBYWWJ,402,N,N,PL
DRBYEPS,EPS5481,50,?,Y,
DRBYEPS,EPS5483,50,?,Y,
DRBYLNW,DRBYEL,101,?,N,S2
DRBYLNW,DRBYEL,101,N,N,SDG
DRBYLNW,DRBYLRJ,201,N,Y,UTF
DRBYLNW,DRBYLRJ,201,N,Y,UTS
DRBYLNW,PEARTRE,423,N,Y,OO
DRBYLRJ,DRBY,1308,N,Y,UTF
DRBYLRJ,DRBY,1308,N,Y,DM
DRBYLRJ,DRBY,1308,N,Y,UTS
DRBYLRJ,DRBYALL,50,N,N,OO
DRBYLRJ,DRBYLNW,201,N,Y,DTF
DRBYLRJ,DRBYLNW,201,N,Y,DTS
DRBYLRJ,DRBYWW,281,N,Y,UM
DRBYLRJ,DRBYWWJ,281,N,Y,DTS
DRBYLRJ,EPS5477,200,N,Y,PL
DRBYSMN,BREADSL,3218,N,N,DS
DRBYSMN,BREADSL,3218,N,Y,DF
DRBYSMN,DRBYSMS,690,N,Y,UF
DRBYSMS,DRBYSMN,690,N,Y,D
DRBYSMS,DRBYSMN,690,N,Y,DF
DRBYSMS,DRBYSNJ,1000,N,Y,D
DRBYSMS,DRBYSNJ,1000,N,Y,B
DRBYSNJ,DRBY,281,N,Y,B
DRBYSNJ,DRBY,281,N,Y,D
DRBYSNJ,DRBYSMS,1000,N,Y,A
DRBYSNJ,DRBYSMS,1000,N,Y,C
DRBYSNJ,DRBYTYN,50,N,Y,OO
DRBYTYN,DRBY,50,N,N,PL
DRBYWWJ,DRBYEPS,402,N,N,BP
DRBYWWJ,DRBYLRJ,281,N,N,BP
DRBYWWJ,DRBYLRJ,281,N,Y,DM
DRBYWWJ,DRBYLRJ,281,N,Y,UTS
DRBYWWJ,DRBYRTC,805,N,N,OO
DRBYWWJ,DRBYRTN,50,?,Y,
DRBYWWJ,DRBYWW,0,?,Y,
DRBYWWJ,EPS5477,81,N,Y,PL
DRBYWWJ,SPDN,3400,N,Y,OO
DRCHFHH,DRCHCE,2,?,N,OO
DRCHFHH,DRCHGBR,1,?,N,OO
DRCHJN,DRCHS,502,3,Y,OO
DRCHJN,DRCHW,624,?,Y,OO
DRCHJN,UPWEY,6760,3,Y,OO
DRCHS,DRCHFHH,1287,?,N,OO
DRCHS,DRCHJN,502,3,Y,OO
DRDAYSJ,BRSTLEJ,386,N,Y,RL
DRDAYSJ,BRSTLEJ,386,N,Y,DFM
DRDAYSJ,FILTNEW,5673,N,Y,ML
DRDAYSJ,LAWRNCH,322,N,Y,RL
DRDAYSJ,NSMRSTJ,544,N,Y,DL
DREM537,DREMUPL,1674,O,Y,NBK
DREM821,STENTON,9084,O,Y,OO
DREMDPL,DREMJ,0,?,N,W
DREMJ,DREM821,1819,O,Y,ML
DREMJ,DREMDPL,0,?,N,E
DREMJ,DREMUPL,402,O,Y,W
DREMJ,LNGNDRY,7080,O,Y,OO
DREMUPL,DREMJ,402,O,Y,M
DREMUPL,DREMJ,402,O,Y,E
DRHM,CLST,8026,O,Y,DM
DRHM,DRHM357,50,?,?,SL
DRHM,DRHM358,804,O,Y,
DRHM,TURSDLJ,11707,O,Y,UM
DRHM357,DRHM,50,?,?,SL
DRHM358,DRHM,804,O,Y,DS
DRIFILD,HTNCRNS,5169,N,Y,OO
DRIFILD,NAFERTN,3339,N,Y,OO
DRIGG,DRIGBNF,14,?,?,[1]
DRIGG,DRIGBNF,7,?,?,[2]
DRIGG,RGLS,3278,N,Y,OO
DRIGG,SEASCAL,3419,N,Y,OO
DRKGW,DEPDENE,1146,N,Y,OO
DRKGW,GOMSHAL,7624,N,Y,OO
DRKL128,SWADGF,1995,N,N,OO
DRKLWCJ,BURTBCJ,1228,N,N,OO
DRKLWCJ,DRKL128,399,N,N,OO
DRLSTNJ,BSCTJN,1771,O,Y,OO
DRLSTNJ,PBLJWM,4812,O,Y,OO
DRLSTNJ,WALSPJ,1629,O,Y,OO
DRM5025,CLDRCRX,1127,O,Y,UM
DRM5026,DRMGLCH,2000,O,Y,OO
DRMCHPL,DRUMRY,1408,O,Y,DS
DRMCHPL,WEST534,1510,O,Y,US
DRMGLCH,AIRDRIE,804,O,Y,OO
DRMGLCH,CLDRCXO,2897,O,Y,OO
DRNGTOS,GORNGBS,1464,3,Y,OO
DRNGTOS,WWRTHNG,1287,3,Y,OO
DRNSFDR,WDON,1428,3,Y,SL
DRNSFDR,WDON,1428,3,Y,FL
DRNSFDR,WDON101,654,3,Y,FL
DRNSFDR,WDON105,654,3,Y,SL
DRNSFDR,WDON135,1,3,N,OO
DRNSFDR,WDONPDS,25,3,N,OO
DRONFLD,DORESJ,3761,N,Y,OO
DRONFLD,TAPTONJ,7524,N,Y,UM
DRTN,BNSLY,5632,N,Y,OO
DRTN,WOLEYCS,1327,N,Y,OO
DRTW68,WORCTJN,5000,N,Y,UM
DRTWCHS,DRTW68,3400,N,Y,UM
DRTWCHS,HBRY,9293,N,Y,DM
DRTWUGL,DRTWCHS,45,?,?,UM
DRUMRY,DRMCHPL,1408,O,Y,US
DRUMRY,SINGER,1508,O,Y,DS
DRYP,FNPK,1307,O,Y,ML
DRYP,HGHI,704,3,Y,OO
DTNG,KNCKHLT,6478,3,Y,OO
DTNG,SVNOAKS,2474,3,Y,OO
DUBBSJ,KILWNNG,1126,O,Y,OO
DUBBSJ,STVNDGL,1250,O,Y,DL
DUDESTN,ASTOSTJ,1750,O,Y,OO
DUDESTN,PROOFHJ,1307,O,Y,OO
DUDLPT,SNDWDUD,3238,O,Y,OO
DUDLPT,WTLN,741,?,N,GL
DUDLPT,WTLN,741,O,Y,ML
DUDNGHJ,BRENTCJ,820,N,N,OO
DUDNGHJ,CRKLWCJ,1287,N,N,OO
DUDNGHJ,NEASJN,125,N,N,OO
